Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
13323,Q2-2016,Total Verizon Business Markets,Cloud Services,11703.12,
13324,Q2-2016,Total Wholesale,Cloud Services,84926.34,
13325,Q4-2016,Total Enterprise,Cloud Services,3409338.87,
13326,Q2-2016,Total Enterprise,Cloud Services,141118.12,
13327,Q3-2016,Total Enterprise,Cloud Services,1480.82,
13328,Q4-2016,Total Wholesale,Cloud Services,637.5,
13329,Q1-2016,Total Enterprise,Cloud Services,2248651.6,
13330,Q3-2016,Total Verizon Business Markets,Cloud Services,109346.58,
13331,Q1-2016,Total Enterprise,Cloud Services,7411646.01,
13332,Q4-2016,Total Verizon Business Markets,Cloud Services,0,
13333,Q2-2016,Total Verizon Business Markets,Cloud Services,97224.45,
13334,Q1-2016,Total Verizon Business Markets,Cloud Services,11703.12,
13335,Q1-2016,Total Verizon Business Markets,Cloud Services,467143.83,
13336,Q4-2016,Total Verizon Business Markets,Cloud Services,392396.19,
13337,Q2-2016,Total Wholesale,Cloud Services,6307.2,
13338,Q3-2016,Total Wholesale,Cloud Services,139074.03,
13339,Q2-2016,Total Enterprise,Cloud Services,22936990.93,
13340,Q4-2016,Total Enterprise,Cloud Services,161250.3,
13341,Q4-2016,Total Wholesale,Cloud Services,16111.48,
13342,Q3-2016,Total Wholesale,Cloud Services,76992.95,
13343,Q4-2016,Total Enterprise,Cloud Services,2825718.99,
13344,Q3-2016,Other,Cloud Services,0,
13345,Q1-2016,Total Enterprise,Cloud Services,2223444.72,
13346,Q2-2016,Total Enterprise,Cloud Services,4748313.89,
13347,Q4-2016,Total Wholesale,Cloud Services,3326.4,
13348,Q2-2016,Total Verizon Business Markets,Cloud Services,117541.78,
13349,Q2-2016,Total Verizon Business Markets,Cloud Services,0,
13350,Q4-2016,Total Verizon Business Markets,Cloud Services,154083.74,
13351,Q2-2016,Total Verizon Business Markets,Cloud Services,421602.23,
13352,Q3-2016,Total Enterprise,Cloud Services,50425.02,
13353,Q1-2016,Total Verizon Business Markets,Cloud Services,0,
13354,Q2-2016,Total Enterprise,Cloud Services,52144.31,
13355,Q4-2016,Total Enterprise,Cloud Services,331921.68,
13356,Q2-2016,Other,Cloud Services,31500,
13357,Q4-2016,Total Verizon Business Markets,Managed Network Services,-26124,
13358,Q2-2016,Total Verizon Business Markets,Managed Network Services,-26124,
13359,Q2-2016,Total Verizon Business Markets,Managed Network Services,11437.98,
13360,Q4-2016,Total Enterprise,Managed Network Services,263139.68,
13361,Q1-2016,Total Enterprise,Managed Network Services,63200.73,
13362,Q3-2016,Total Enterprise,Managed Network Services,69330,
13363,Q1-2016,Total Verizon Business Markets,Managed Network Services,37761.1,
13364,Q3-2016,Total Enterprise,Managed Network Services,6741,
13365,Q2-2016,Total Enterprise,Managed Network Services,37186904.86,
13366,Q4-2016,Total Enterprise,Managed Network Services,45837643.65,
13367,Q4-2016,Total Wholesale,Managed Network Services,416,
13368,Q3-2016,Total Verizon Business Markets,Managed Network Services,-26124,
13369,Q1-2016,Total Enterprise,Managed Network Services,70743,
13370,Q4-2016,Total Enterprise,Managed Network Services,7800795.1,
13371,Q4-2016,Total Enterprise,Managed Network Services,6741,
13372,Q2-2016,Total Verizon Business Markets,Managed Network Services,186559.55,
13373,Q1-2016,Total Enterprise,Managed Network Services,33606432.88,
13374,Q4-2016,Total Verizon Business Markets,Managed Network Services,199941.59,
13375,Q3-2016,Total Verizon Business Markets,Managed Network Services,195403.52,
13376,Q2-2016,Total Enterprise,Managed Network Services,6741,
13377,Q3-2016,Total Enterprise,Managed Network Services,281442.35,
13378,Q3-2016,Total Enterprise,Managed Network Services,63200.73,
13379,Q3-2016,Total Verizon Business Markets,Managed Network Services,72,
13380,Q2-2016,Total Enterprise,Managed Network Services,913432.95,
13381,Q2-2016,Total Enterprise,Managed Network Services,23110,
13382,Q4-2016,Total Verizon Business Markets,Managed Network Services,3489.33,
13383,Q4-2016,Other,Managed Network Services,69480,
13384,Q2-2016,Total Verizon Business Markets,Managed Network Services,474,
13385,Q4-2016,Total Verizon Business Markets,Managed Network Services,48,
13386,Q1-2016,Total Enterprise,Managed Network Services,4063078.38,
13387,Q4-2016,Total Enterprise,Managed Network Services,63200.73,
13388,Q2-2016,Total Enterprise,Managed Network Services,5036619.72,
13389,Q3-2016,Total Enterprise,Managed Network Services,804530.85,
13390,Q1-2016,Total Enterprise,Managed Network Services,6741,
13391,Q2-2016,Total Enterprise,Managed Network Services,297683.92,
13392,Q1-2016,Total Enterprise,Managed Network Services,2181358.04,
13393,Q3-2016,Other,Managed Network Services,69480,
13394,Q4-2016,Total Enterprise,Managed Network Services,803128.85,
13395,Q3-2016,Total Enterprise,Managed Network Services,7633376.93,
13396,Q3-2016,Total Enterprise,Managed Network Services,3754912.56,
13397,Q2-2016,Total Enterprise,Managed Network Services,63200.73,
13398,Q1-2016,Total Verizon Business Markets,Managed Network Services,-26124,
13399,Q1-2016,Other,Managed Network Services,68945.7,
13400,Q2-2016,Other,Managed Network Services,69231.7,
13401,Q4-2016,Total Enterprise,Managed Network Services,6616266.52,
13402,Q3-2016,Total Enterprise,Managed Network Services,35150629.63,
13403,Q2-2016,Total Enterprise,Managed Network Services,2761571,
13404,Q3-2016,Total Verizon Business Markets,Managed Network Services,1552.17,
13405,Q4-2016,Total Enterprise,Managed Network Services,69330,
13406,Q1-2016,Total Enterprise,Managed Network Services,318764.11,
13407,Q1-2016,Total Enterprise,Managed Network Services,789033.82,
13408,Q1-2016,Total Verizon Business Markets,Managed Network Services,2171.73,
13409,Q1-2016,Total Verizon Business Markets,Managed Network Services,450,
13410,Q1-2016,Total Verizon Business Markets,IP VPN,4303.35,
13411,Q1-2016,Total Wholesale,IP VPN,147.3,
13412,Q4-2016,Total Verizon Business Markets,IP VPN,4303.35,
13413,Q4-2016,Total Wholesale,IP VPN,5298,
13414,Q1-2016,Total Enterprise,IP VPN,709908.34,
13415,Q3-2016,Total Wholesale,IP VPN,5298,
13416,Q2-2016,Total Enterprise,IP VPN,668557.84,
13417,Q3-2016,Total Verizon Business Markets,IP VPN,4303.35,
13418,Q2-2016,Total Wholesale,IP VPN,5298,
13419,Q3-2016,Total Enterprise,IP VPN,652238.02,
13420,Q4-2016,Total Enterprise,IP VPN,629489.79,
13421,Q2-2016,Total Verizon Business Markets,IP VPN,4303.35,
13422,Q4-2016,Other,ATM,47679.27,
13423,Q1-2016,Other,ATM,47679.27,
13424,Q2-2016,Other,ATM,47679.27,
13425,Q3-2016,Other,ATM,47679.27,
,,,,,
,,,,,
13428,Q3-2016,Other,Prod1,0.48,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13438,Q1-2016,Other,Prod1,0.48,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13447,Q2-2016,Other,Prod1,0.48,
,,,,,
,,,,,
13450,Q4-2016,Other,Prod1,0.48,
,,,,,
,,,,,
,,,,,
13454,Q4-2016,CMB,FiOS - Video Services,12109.08,
13455,Q3-2016,CMB,FiOS - Video Services,14180.33,
13456,Q1-2016,CMB,FiOS - Video Services,27536.13,
13457,Q2-2016,CMB,FiOS - Video Services,17155.87,
13458,Q2-2016,Other,FiOS - Video Services,0,
13459,Q3-2016,Other,FiOS - Video Services,0,
13460,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,262.5,
13461,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,230041.78,
13462,Q1-2016,Other,Contact Center Services - IP,45000,
13463,Q2-2016,Total Enterprise,Contact Center Services - IP,404405.08,
13464,Q4-2016,Other,Contact Center Services - IP,11555,
13465,Q1-2016,Total Wholesale,Contact Center Services - IP,750,
13466,Q1-2016,Other,Contact Center Services - IP,11580,
13467,Q3-2016,Total Wholesale,Contact Center Services - IP,900,
13468,Q3-2016,Total Enterprise,Contact Center Services - IP,377882.41,
13469,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,262.5,
13470,Q3-2016,Total Enterprise,Contact Center Services - IP,6361566.91,
13471,Q2-2016,Total Wholesale,Contact Center Services - IP,806.67,
13472,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,262.5,
13473,Q2-2016,Other,Contact Center Services - IP,45000,
13474,Q1-2016,Total Wholesale,Contact Center Services - IP,33750,
13475,Q3-2016,Other,Contact Center Services - IP,45000,
13476,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,228389.08,
13477,Q4-2016,Other,Contact Center Services - IP,45000,
13478,Q4-2016,Total Wholesale,Contact Center Services - IP,900,
13479,Q1-2016,Total Enterprise,Contact Center Services - IP,6342875.88,
13480,Q1-2016,Total Enterprise,Contact Center Services - IP,571452.78,
13481,Q4-2016,Total Enterprise,Contact Center Services - IP,6451037.86,
13482,Q2-2016,Total Enterprise,Contact Center Services - IP,416475,
13483,Q4-2016,Total Enterprise,Contact Center Services - IP,416475,
13484,Q2-2016,Total Enterprise,Contact Center Services - IP,6332186.09,
13485,Q3-2016,Other,Contact Center Services - IP,11580,
13486,Q2-2016,Other,Contact Center Services - IP,11580,
13487,Q1-2016,Total Enterprise,Contact Center Services - IP,423660.81,
13488,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,216376.76,
13489,Q4-2016,Total Enterprise,Contact Center Services - IP,451700.89,
13490,Q2-2016,Total Wholesale,Contact Center Services - IP,22500,
13491,Q3-2016,Total Enterprise,Contact Center Services - IP,416475,
13492,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,262.5,
13493,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,223624.63,
13494,Q4-2016,Total Enterprise,Core TDM,18600,
13495,Q1-2016,Other,Core TDM,9300,
13496,Q2-2016,Total Enterprise,Core TDM,18600,
13497,Q3-2016,Other,Core TDM,9300,
13498,Q4-2016,Other,Core TDM,9300,
13499,Q1-2016,Total Enterprise,Core TDM,19150.08,
13500,Q3-2016,Total Enterprise,Core TDM,18600,
13501,Q2-2016,Other,Core TDM,9300,
13502,Q1-2016,Total Enterprise,High Speed Internet (HSI),-3102,
13503,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),-763172.5,
13504,Q3-2016,CMB,High Speed Internet (HSI),-268.5,
13505,Q1-2016,CMB,High Speed Internet (HSI),-2665235.6,
13506,Q3-2016,Other,High Speed Internet (HSI),-104833.95,
13507,Q1-2016,CMB,High Speed Internet (HSI),-990,
13508,Q2-2016,Other,High Speed Internet (HSI),-151359.89,
13509,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),-260431,
13510,Q3-2016,Total Enterprise,High Speed Internet (HSI),-20,
13511,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),-986,
13512,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),-14391650.52,
13513,Q1-2016,Other,High Speed Internet (HSI),-4557,
13514,Q1-2016,CMB,High Speed Internet (HSI),-13871.8,
13515,Q1-2016,CMB,High Speed Internet (HSI),-25247.89,
13516,Q1-2016,CMB,High Speed Internet (HSI),-3013,
13517,Q1-2016,Total Enterprise,High Speed Internet (HSI),-67956.46,
13518,Q2-2016,Total Enterprise,High Speed Internet (HSI),-5640,
13519,Q2-2016,CMB,High Speed Internet (HSI),-140,
13520,Q3-2016,CMB,High Speed Internet (HSI),-1391728.3,
13521,Q2-2016,Other,High Speed Internet (HSI),-333,
13522,Q3-2016,CMB,High Speed Internet (HSI),-737,
13523,Q4-2016,Total Wholesale,High Speed Internet (HSI),-1104.97,
13524,Q1-2016,Total Wholesale,High Speed Internet (HSI),-1140,
13525,Q4-2016,CMB,High Speed Internet (HSI),-175.5,
13526,Q1-2016,CMB,High Speed Internet (HSI),-111.1,
13527,Q2-2016,CMB,High Speed Internet (HSI),-37342.08,
13528,Q2-2016,Total Enterprise,High Speed Internet (HSI),-388,
13529,Q1-2016,Total Enterprise,High Speed Internet (HSI),-68820.21,
13530,Q1-2016,Other,High Speed Internet (HSI),-126924.95,
13531,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),-513953,
13532,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),-9174930.94,
13533,Q3-2016,CMB,High Speed Internet (HSI),-30747.78,
13534,Q4-2016,Total Enterprise,High Speed Internet (HSI),-18,
13535,Q4-2016,CMB,High Speed Internet (HSI),-1203642.8,
13536,Q2-2016,CMB,High Speed Internet (HSI),-336,
13537,Q3-2016,Total Enterprise,High Speed Internet (HSI),-137042.8,
13538,Q2-2016,Total Wholesale,High Speed Internet (HSI),-70,
13539,Q4-2016,Total Enterprise,High Speed Internet (HSI),-135518.3,
13540,Q4-2016,Total Wholesale,High Speed Internet (HSI),-63,
13541,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),-27094,
13542,Q4-2016,Other,High Speed Internet (HSI),-1209,
13543,Q2-2016,CMB,High Speed Internet (HSI),-536,
13544,Q1-2016,Total Wholesale,High Speed Internet (HSI),-47,
13545,Q1-2016,Other,High Speed Internet (HSI),-109973.29,
13546,Q1-2016,Other,High Speed Internet (HSI),-6316,
13547,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),-14755300.73,
13548,Q1-2016,Total Wholesale,High Speed Internet (HSI),-335.5,
13549,Q2-2016,Other,High Speed Internet (HSI),-6946.5,
13550,Q1-2016,Total Enterprise,High Speed Internet (HSI),-1231,
13551,Q2-2016,Total Wireline,High Speed Internet (HSI),-57,
13552,Q3-2016,Total Wholesale,High Speed Internet (HSI),-91,
13553,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),-14998400.94,
13554,Q3-2016,Total Wholesale,High Speed Internet (HSI),-2958.97,
13555,Q3-2016,Total Enterprise,High Speed Internet (HSI),-3658.5,
13556,Q3-2016,Total Wholesale,High Speed Internet (HSI),-55,
13557,Q2-2016,CMB,High Speed Internet (HSI),-16.98,
13558,Q4-2016,CMB,High Speed Internet (HSI),-24166.1,
13559,Q2-2016,Total Wholesale,High Speed Internet (HSI),-74.4,
13560,Q3-2016,Other,High Speed Internet (HSI),-3377.5,
13561,Q2-2016,Total Enterprise,High Speed Internet (HSI),-135758.64,
13562,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),-315203,
13563,Q2-2016,Total Wholesale,High Speed Internet (HSI),-3220.95,
13564,Q1-2016,CMB,High Speed Internet (HSI),-14588.85,
13565,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),-1140,
13566,Q4-2016,Other,High Speed Internet (HSI),-56182.6,
13567,Q4-2016,Total Wholesale,High Speed Internet (HSI),-45,
13568,Q4-2016,Total Enterprise,High Speed Internet (HSI),-2497.5,
13569,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),-7435176.6,
13570,Q2-2016,CMB,High Speed Internet (HSI),-1773347.1,
13571,Q4-2016,CMB,High Speed Internet (HSI),-685.99,
13572,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),-299157.5,
13573,Q1-2016,Total Wholesale,Core SONET,0,
13574,Q2-2016,Total Verizon Business Markets,Core SONET,324204.2,
13575,Q4-2016,Total Verizon Business Markets,Core SONET,109159.71,
13576,Q1-2016,Total Verizon Business Markets,Core SONET,394166.41,
13577,Q3-2016,Total Verizon Business Markets,Core SONET,386941.95,
13578,Q2-2016,Total Wholesale,Core SONET,0,
,,,,,
13580,Q1-2016,Other,Prod4,536556.73,
,,,,,
,,,,,
,,,,,
,,,,,
13585,Q1-2016,Other,Prod4,1176.47,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13599,Q4-2016,Other,Prod4,912643.8,
13600,Q3-2016,Other,Prod4,15624.34,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13610,Q2-2016,Other,Prod4,1423.76,
,,,,,
,,,,,
13613,Q1-2016,Other,Prod4,1001454.1,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13624,Q1-2016,Other,Prod4,15683.37,
,,,,,
,,,,,
,,,,,
,,,,,
13629,Q4-2016,Other,Prod4,1458.39,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13638,Q3-2016,Other,Prod4,1759.44,
,,,,,
,,,,,
,,,,,
13642,Q4-2016,Other,Prod4,16277.02,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13649,Q3-2016,Other,Prod4,965894.86,
,,,,,
,,,,,
,,,,,
,,,,,
13654,Q2-2016,Other,Prod4,15754.04,
,,,,,
,,,,,
13657,Q3-2016,Other,Prod4,494049.68,
,,,,,
13659,Q4-2016,Other,Prod4,472914.19,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13670,Q2-2016,Other,Prod4,1001302.69,
13671,Q2-2016,Other,Prod4,511102.61,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
13680,Q1-2016,Total Enterprise,Contact Center Services - IP,2336303.23,
13681,Q1-2016,Total Enterprise,Contact Center Services - IP,3933.87,
13682,Q3-2016,Other,Contact Center Services - IP,4500,
13683,Q4-2016,Other,Contact Center Services - IP,0,
13684,Q4-2016,Total Enterprise,Contact Center Services - IP,5765017.81,
13685,Q3-2016,Total Enterprise,Contact Center Services - IP,5271525.94,
13686,Q1-2016,Other,Contact Center Services - IP,0,
13687,Q3-2016,Total Enterprise,Contact Center Services - IP,185946.33,
13688,Q4-2016,Total Enterprise,Contact Center Services - IP,3667474.16,
13689,Q1-2016,Total Enterprise,Contact Center Services - IP,574124.24,
13690,Q1-2016,Total Enterprise,Contact Center Services - IP,135765.58,
13691,Q4-2016,Total Enterprise,Contact Center Services - IP,401234.54,
13692,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,397225.28,
13693,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,47100,
13694,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,343714.17,
13695,Q4-2016,Other,Contact Center Services - IP,29100,
13696,Q3-2016,Total Enterprise,Contact Center Services - IP,154529.03,
13697,Q2-2016,Total Enterprise,Contact Center Services - IP,5030106.83,
13698,Q4-2016,Total Enterprise,Contact Center Services - IP,22765.67,
13699,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,98318.19,
13700,Q2-2016,Other,Contact Center Services - IP,29100,
13701,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,2196339.93,
13702,Q4-2016,Other,Contact Center Services - IP,152628,
13703,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,369337.9,
13704,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,2872694.04,
13705,Q1-2016,Other,Contact Center Services - IP,152628,
13706,Q1-2016,Other,Contact Center Services - IP,29100,
13707,Q4-2016,Total Enterprise,Contact Center Services - IP,359550,
13708,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,47100,
13709,Q3-2016,Total Enterprise,Contact Center Services - IP,637447.54,
13710,Q2-2016,Other,Contact Center Services - IP,6000,
13711,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,47100,
13712,Q3-2016,Other,Contact Center Services - IP,0,
13713,Q2-2016,Other,Contact Center Services - IP,152628,
13714,Q1-2016,Other,Contact Center Services - IP,179503.23,
13715,Q2-2016,Total Verizon Business Markets,Contact Center Services - IP,98318.19,
13716,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,2288103.97,
13717,Q3-2016,Other,Contact Center Services - IP,5922,
13718,Q4-2016,Other,Contact Center Services - IP,4500,
13719,Q1-2016,Other,Contact Center Services - IP,2032.26,
13720,Q3-2016,Other,Contact Center Services - IP,29100,
13721,Q4-2016,Other,Contact Center Services - IP,331200,
13722,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,98318.19,
13723,Q3-2016,Total Enterprise,Contact Center Services - IP,17102.51,
13724,Q2-2016,Other,Contact Center Services - IP,6937,
13725,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,98318.19,
13726,Q2-2016,Total Enterprise,Contact Center Services - IP,603257.83,
13727,Q3-2016,Other,Contact Center Services - IP,331200,
13728,Q4-2016,Total Enterprise,Contact Center Services - IP,601124.68,
13729,Q4-2016,Total Verizon Business Markets,Contact Center Services - IP,47100,
13730,Q4-2016,Total Enterprise,Contact Center Services - IP,50670,
13731,Q3-2016,Other,Contact Center Services - IP,152628,
13732,Q3-2016,Total Enterprise,Contact Center Services - IP,40318.2,
13733,Q2-2016,Total Enterprise,Contact Center Services - IP,2318056.89,
13734,Q1-2016,Other,Contact Center Services - IP,6122,
13735,Q3-2016,Total Enterprise,Contact Center Services - IP,3075310.96,
13736,Q1-2016,Total Verizon Business Markets,Contact Center Services - IP,284575,
13737,Q2-2016,Other,Contact Center Services - IP,0,
13738,Q2-2016,Total Enterprise,Contact Center Services - IP,25669.15,
13739,Q3-2016,Total Verizon Business Markets,Contact Center Services - IP,2417454.55,
13740,Q4-2016,Other,Contact Center Services - IP,5699,
13741,Q2-2016,Total Enterprise,Contact Center Services - IP,635095.22,
13742,Q1-2016,Total Enterprise,Contact Center Services - IP,6403166.18,
13743,Q2-2016,Other,Contact Center Services - IP,441600,
13744,Q1-2016,Total Enterprise,International LD,250011.9,
13745,Q1-2016,Total Enterprise,International LD,81.06,
13746,Q2-2016,Total Wholesale,International LD,91.61,
13747,Q2-2016,Other,International LD,81198.73,
13748,Q4-2016,Other,International LD,47146.71,
13749,Q2-2016,Other,International LD,0.54,
13750,Q1-2016,Total Enterprise,International LD,4763593.128,
13751,Q2-2016,Total Wholesale,International LD,14.34,
13752,Q3-2016,Total Enterprise,International LD,36521.98,
13753,Q3-2016,Total Wholesale,International LD,348.01,
13754,Q4-2016,Total Wireline,International LD,146.94,
13755,Q4-2016,Total Verizon Business Markets,International LD,19.25,
13756,Q3-2016,Total Enterprise,International LD,4442860.963,
13757,Q2-2016,Total Enterprise,International LD,116.86,
13758,Q2-2016,CMB,International LD,10.76,
13759,Q4-2016,Total Enterprise,International LD,3454637.94,
13760,Q2-2016,Total Enterprise,International LD,27739.22,
13761,Q2-2016,Total Verizon Business Markets,International LD,3476.79,
13762,Q1-2016,CMB,International LD,1640.33,
13763,Q3-2016,CMB,International LD,1263.62,
13764,Q4-2016,Total Wholesale,International LD,209.04,
13765,Q2-2016,Total Wholesale,International LD,810.68,
13766,Q4-2016,Total Wholesale,International LD,157843.38,
13767,Q3-2016,Total Verizon Business Markets,International LD,21452.99,
13768,Q2-2016,Total Enterprise,International LD,4718121.175,
13769,Q1-2016,Total Verizon Business Markets,International LD,92426.36,
13770,Q3-2016,Other,International LD,3.51,
13771,Q3-2016,Total Wireline,International LD,186.32,
13772,Q4-2016,Total Enterprise,International LD,192.36,
13773,Q3-2016,Total Verizon Business Markets,International LD,1452.79,
13774,Q4-2016,Other,International LD,30.78,
13775,Q1-2016,Total Verizon Business Markets,International LD,3887.97,
13776,Q3-2016,Other,International LD,47476.02,
13777,Q4-2016,Total Wholesale,International LD,11.61,
13778,Q2-2016,Total Wholesale,International LD,324534.34,
13779,Q3-2016,Other,International LD,15473.67,
13780,Q4-2016,Total Wholesale,International LD,65.16,
13781,Q1-2016,Total Verizon Business Markets,International LD,356.39,
13782,Q2-2016,Other,International LD,4.23,
13783,Q1-2016,Total Verizon Business Markets,International LD,16156.64,
13784,Q2-2016,Total Verizon Business Markets,International LD,16966.24,
13785,Q1-2016,Total Wholesale,International LD,14.11,
13786,Q2-2016,Total Enterprise,International LD,2974851.05,
13787,Q1-2016,Total Wholesale,International LD,538817.92,
13788,Q1-2016,Total Wireline,International LD,252.43,
13789,Q2-2016,Total Wholesale,International LD,141621.13,
13790,Q3-2016,Total Enterprise,International LD,196089.58,
13791,Q1-2016,Total Wholesale,International LD,1094.55,
13792,Q1-2016,CMB,International LD,18.39,
13793,Q1-2016,Total Enterprise,International LD,3109113.67,
13794,Q1-2016,Other,International LD,84254.35,
13795,Q1-2016,Total Wholesale,International LD,271114.28,
13796,Q3-2016,Total Wholesale,International LD,161357.77,
13797,Q4-2016,Total Enterprise,International LD,31010.26,
13798,Q2-2016,Other,International LD,19536.56,
13799,Q3-2016,Total Wholesale,International LD,19786808.41,
13800,Q2-2016,Total Wireline,International LD,142.42,
13801,Q3-2016,Total Wholesale,International LD,9.73,
13802,Q4-2016,Other,International LD,2.18,
13803,Q4-2016,CMB,International LD,1030.45,
13804,Q1-2016,Other,International LD,22874.76,
13805,Q3-2016,Total Wholesale,International LD,195052.7,
13806,Q1-2016,Total Wholesale,International LD,201.92,
13807,Q4-2016,Total Enterprise,International LD,268715.29,
13808,Q3-2016,Total Wholesale,International LD,351.39,
13809,Q4-2016,Total Wholesale,International LD,15910636.61,
13810,Q1-2016,Other,International LD,2.42,
13811,Q4-2016,Total Wholesale,International LD,275954.63,
13812,Q3-2016,Total Verizon Business Markets,International LD,73770.4,
13813,Q2-2016,Total Enterprise,International LD,198672.95,
13814,Q1-2016,Total Wholesale,International LD,36414844.61,
13815,Q2-2016,CMB,International LD,1491.84,
13816,Q4-2016,Total Verizon Business Markets,International LD,68150.32,
13817,Q4-2016,Total Enterprise,International LD,2779465.82,
13818,Q1-2016,Other,International LD,0.24,
13819,Q1-2016,Total Enterprise,International LD,30115.87,
13820,Q4-2016,Total Verizon Business Markets,International LD,766.27,
13821,Q2-2016,Total Wholesale,International LD,31229926.32,
13822,Q4-2016,Total Verizon Business Markets,International LD,37471.62,
13823,Q2-2016,Total Verizon Business Markets,International LD,86381.32,
13824,Q3-2016,Total Enterprise,International LD,174,
13825,Q3-2016,Other,International LD,0.45,
13826,Q3-2016,Total Enterprise,International LD,2509817.9,
13827,Q4-2016,Other,International LD,10417.5,
13828,Q1-2016,CMB,Core TDM,0,
13829,Q4-2016,Total Wholesale,Core TDM,13011.24,
13830,Q1-2016,Other,Core TDM,0,
13831,Q4-2016,Total Verizon Business Markets,Core TDM,122110.62,
13832,Q3-2016,Total Wholesale,Core TDM,13777.91,
13833,Q1-2016,CMB,Core TDM,0,
13834,Q1-2016,Total Verizon Business Markets,Core TDM,61289.59,
13835,Q3-2016,Total Enterprise,Core TDM,3131.78,
13836,Q2-2016,Other,Core TDM,0,
13837,Q4-2016,Total Wholesale,Core TDM,6000,
13838,Q1-2016,Total Wholesale,Core TDM,0,
13839,Q2-2016,Total Verizon Business Markets,Core TDM,59163.06,
13840,Q3-2016,Total Verizon Business Markets,Core TDM,60293.33,
13841,Q2-2016,Total Enterprise,Core TDM,-74.34,
13842,Q4-2016,Total Enterprise,Core TDM,6843.14,
13843,Q1-2016,Total Wholesale,Core TDM,17082.81,
13844,Q2-2016,CMB,Core TDM,0,
13845,Q2-2016,Total Wholesale,Core TDM,14925.64,
13846,Q2-2016,Total Wholesale,Core TDM,0,
13847,Q1-2016,Total Enterprise,Core TDM,4472.98,
13848,Q2-2016,CMB,Core TDM,0,
13849,Q2-2016,Total Enterprise,Other Core Svcs,122.24,
13850,Q3-2016,Total Wholesale,Other Core Svcs,444785.22,
13851,Q1-2016,Total Wholesale,Other Core Svcs,452510.14,
13852,Q1-2016,Total Enterprise,Other Core Svcs,663.61,
13853,Q4-2016,Total Wholesale,Other Core Svcs,380896.28,
13854,Q3-2016,Total Enterprise,Other Core Svcs,414.11,
13855,Q2-2016,Total Wholesale,Other Core Svcs,515860.18,
13856,Q4-2016,Total Enterprise,Other Core Svcs,371.19,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
